,Unnamed: 0,id,thumbnail,title,author,day,first_genre,second_genre,story,platform
72,72.0,72,//dn-img-page.kakao.com/download/resource?kid=Vq3al/hyLjd6AJDB/UKld0oD9JCSk0UTkk3LUQ1&filename=th1,나를 기억하나요,히가시무라 아키코,월,로맨스,,"코흘리개 3학년을 좋아하는 6학년이라니! 
그 시절, 3살 어린 남자애를 좋아한다는 사실이 놀림감이 될까봐 두려웠던 지현은 자신의 마음을 숨기고 되려 중학생이었던 그 애의 형을 좋아한다고 거짓말을 한다. 그럼에도 불구하고 자신을 찾아와 용기내어 고백하던 어린 남자애... 
하지만 그 고백에 아무런 답도 하지 못한 채 그 애는 이사를 떠나고... 이 후 20년 가까이 만난 적도 떠올린 적도 없다. 
고 생각했었다. 그런데 이게 웬일... 서른살이 된 생일 아침 깨닫고야 만 것이다! 어언 20년. 자신의 무의식이 그토록 좋아했던 남자들이 하나같이 그 애와 닮아있다는 사실을...! 
한 순간에 '나'를 17년 전 여름으로 돌려놓은 그 아이. 지금 어디에서 어떻게 지내고 있을까?... 그 아이도 나를 기억하고 있을까?!",카카오웹툰
73,73.0,73,//dn-img-page.kakao.com/download/resource?kid=4TPl7/hyATx8LUgj/kVke0hkjMyOrZ2xp9NrUd1&filename=th1,강호표사,OZi,월,무협,,"가난한 시골마을, 부모의 얼굴도 모른 채 
가난한 삶을 이어가던 이름 없는 소년이 있었다.

힘과 권력에 취한 무림인들의 분쟁은 
소년의 마을까지 싸움터로 만들어 버렸고,
불타버린 마을에서 홀로 죽어가던 소년은 
의문의 노 고수에게 목숨을 구원받는다.

일찍이 타락한 무림에 환멸을 느껴 강호를 등진 
노 고수는 소년에게 자신의 진원 진기를 물려주고,
그 대가로 자신을 도와 허름한 표국 '협도 표국'의 
표사로서 약자를 도울 것을 부탁한다.

수년의 시간이 흘러 장성한 소년은 천하에 그 연고가 없다 하여
'무영'(無影)이란 이름을 얻고, 협도 표국의 표사로서 성장한다.

하지만, 대가를 바라지 않고 고통받는 백성들을 위한 
표행만을 고집하는 사부와 달리 무영의 관심은 
그저 돈벌이와 안빈낙도의 삶뿐인데...
과연 무영은 사부의 바람대로 '강호협객'으로 
거듭날 수 있을 것인가?

속물근성 가득하고 의협심과는 
담쌓은 표사 '무영'의 강호 표행기!",카카오웹툰
74,74.0,74,//dn-img-page.kakao.com/download/resource?kid=AAd0x/hzp2j0mqFV/xgTILSgRwaSkoaLRk4F1B0&filename=th1,여왕 쎄시아의 반바지,"새들,재겸",월,로판,,"[위대한 여왕 쎄시아, 그녀의 진짜 고민은 바로 불편한 코르셋?]

아흔아홉 개 나라를 평정하고 통치자의 잔을 손에 쥔
위대한 여왕 쎄시아, 그녀의 진짜 고민은 바로 불편한 코르셋?",카카오웹툰
75,75.0,75,//dn-img-page.kakao.com/download/resource?kid=myfoe/hyEddMmt4Q/NHSvSIRzU3KiRGqk6py7kk&filename=th1,카르세아린,"차우민,임경배",월,소년,,"최초의 무단가출 드래곤 아린의 
좌충우돌 인간계 모험기!!! 
 
대륙 중앙을 차지하는 거대한 산악지대

라르테아드 산맥에는 드래곤 중 가장 성질이 더럽다는

레드 드래곤 일족이 살고 있었는데... 

평소 인간 용사의 모험을 동경하던 300살의 어린(?) 해츨링

레드 드래곤 '카르세아린'은 유일하게 알고 있는 형태 변환 마법인 

'폴리모프'를 이용해 인간으로 변신하여 

​

일족 몰래 무단 가출을 감행하게 된다.
 

인간이 된 아린은 용사가 되기는커녕

오크에게 쫓기고,

노예로 팔리기도 하고,

공주가 되어보기도 하면서

인간의 몸으로 험난한 모험을 시작하는데!",카카오웹툰
76,76.0,76,//dn-img-page.kakao.com/download/resource?kid=PlSk3/hyATvCYcUH/D7CNzc6iyAzH1WDCEUvONK&filename=th1,독고3 [완전판],"민(Meen),백승훈",월,소년,,"[독고3]
모든 일에 의욕을 잃고 표류하던 태진은 과거 당영고 씨름부 주장이었던 심상윤으로부터
영입 제안을 받게 되고 결국 현실과 타협하고 주먹의 세계에 몸을 담게 된다.
그리고 그 세계에 적응해나가면서 점차 나락으로 떨어짐을 느끼게 되는데...
독고 시리즈 중 가장 처절한 이야기가 펼쳐진다.",카카오웹툰
77,77.0,77,//dn-img-page.kakao.com/download/resource?kid=b5pOYZ/hynF2GW0Dv/giPSX0FFbKYKknQT3zQObk&filename=th1,학사재생,"소유현,윰짝짝",월,무협,,"일곱 번의 밤을 거쳐 천하제일이 된 사내, 황준우.
오랜 싸움 끝에 천지(天地)에서 죽음을 맞이했다.

헌데 눈을 떠 보니 갓난아기!
집안은 천하제일의 황금을 축적한 만금장!
고되기만 하였던 전생과 달리 금수저를 물고 태어나 버렸다!

신명나게 인생을 즐기는 한 사내의 일대기... 가 될 뻔 했으나,
인생은 그리 호락호락하지 않다!

""그런데 아버지, 도대체 공부는...... 왜 시키시는 겁니까?""",카카오웹툰
78,78.0,78,//dn-img-page.kakao.com/download/resource?kid=CePBn/hzachpSyTZ/NwDKLD15UOi07lfJUKrzU0&filename=th1,핸드메이드,"냔,석류스프",월,로판,,"대한민국, 89세의 할머니는 이승에서 천수를 누리고
고통 없는 좋은 곳에서 편히 쉴... 줄 알았지만?!

""빨리 일어나서 옷 챙겨 입고, 일해!""

열다섯 살, 윈스턴 자작가의 하녀로 회귀한 할미, 아니 하미.
뛰어난 손재주로 자작가 사람들 모두 그녀에게 입덕하는데!
잘생긴데다 잔망도 쩌는 도련님, 카시안이 괴롭혀 오지만
정신은 89세인 하미의 눈에는 그저 손자같아 '오구오구' 귀여울 뿐.
그러던 중, 그녀는 한 점쟁이로부터 회귀의 비밀을 듣게 되는데...

실과 바늘만 있으면 뭐든 만들어 내는,
먼치킨 하녀의 우당탕 핸드메이드 인생!",카카오웹툰
79,79.0,79,//dn-img-page.kakao.com/download/resource?kid=st83t/hyVkMxDyil/WzwTOJb2hQdyN0DStH2eJ0&filename=th1,지독한 릴리,"헤모,은록",월,로판,,"시리프 신성 제국의 성녀, 릴리 스텔라.
그녀는 누구도 감히 올려다볼 수 없는 성스러운 존재였다.
하지만 어느 날부턴가 신의 목소리가 들리지 않더니, 시리프 신성 제국을 멸망으로 이끌어 버렸다.
적의 손에 의해 우물에 던져진 릴리 스텔라는 태어나서 처음으로 온 힘을 다해
평생 모셔온 시리프 신에게 저주를 퍼붓는다.

“시리프. 아직 내 목소리를 듣고 있다면, 다시 기회를 줘.
하지만 나를 이대로 죽여 당신 품에 가둔다면, 난…….”

“난 너를 산 채로 갈가리 찢어 삼킬 거야.”

눈을 떠보니 어찌 된 영문인지 릴리 스텔라는 17년 전, 6살 어린아이로 돌아와 있었다.
그리고 한없이 순백했던 릴리 스텔라는 전생의 성녀였던 자신을 버리고
오로지 자신만을 위해 한없이 지독해지기로 한다.",카카오웹툰
80,80.0,80,//dn-img-page.kakao.com/download/resource?kid=ORd5m/hzwBjTOVUg/rh7PkU4myWtVTA51LilfkK&filename=th1,데드맨31,"신월,홍정훈",월,드라마,,"수명을 거래하는 불사의 탐정 데드맨.
31일 안에 하나씩,고객만족을 최우선으로! 
만족하지 않더라도 만족시켜드립니다!",카카오웹툰
81,81.0,81,//dn-img-page.kakao.com/download/resource?kid=bKCsvi/hzCteysiL6/kKwAtP4IKlp8VSTM4EvdxK&filename=th1,범이 내려왔다,"블루라인 스튜디오,스튜디오 그리고",월,소년,,"세상만사가 귀찮은 고2인 하선.
그는 이 세상에 존재하는 조금 특별한 존재인
'초월자'를 알아볼 수 있는 능력을 갖고 있다. 

별다를 것 없는 일상을 보내던 어느 날 
갑작스러운 초월자들의 습격을 받고 죽을 위기에 처하게 되는데...

이 충격으로 인해 하선이 가지고 있던 목걸이가 깨지고, 
그 안에 봉인돼 있던 범이 모습을 드러내 하선을 구한다. 

범의 등장으로 인해 하선은 생활의 큰 변화를 맞이하게 되고
그의 새로운 힘을 탐내는 불청객들로 하루하루가 바빠진다.

과연 하선과 범, 이 둘은 힘을 합쳐 
그들을 쫓는 적들을 물리치고 과거의 비밀을 파헤칠 수 있을까? 

* * *

[ ‘범이 내려왔다’는 그랜드크로스 유니버스 스토리입니다. ]

웹소설_<죽음의 신, 하 변호사>
웹소설_<신 우렁각시전>

* * *",카카오웹툰
82,82.0,82,//dn-img-page.kakao.com/download/resource?kid=b6DfRB/hzacd1HMc5/IQ8FUqCWN4xv8Jcf2ypYB1&filename=th1,우선 남동생부터 숨기자,"자목,천리,채지후",월,로판,,"하필이면 19금 다공일수 피폐 BL 만화에 수의 하나뿐인 누나로 빙의하고 말았다! 
재수없게도 광공 남주가 끔살시킬 첫 희생자가 누나인 나라니요…. 
이렇게 죽기 싫으니 전략을 짜자. 
우선, 또라이 공의 시야에서 남동생을 숨기는 거야!",카카오웹툰
83,83.0,83,//dn-img-page.kakao.com/download/resource?kid=bsleAN/hzb7swMEzX/glUKhO1gl4TbTj71ctlgw1&filename=th1,연습생 고영신,정현수,월,로맨스,,"""내가 너, 예전에 좋아했었다?""

아이돌 연습생 '고영신' 앞에
비주얼+실력 천재 연습생이 나타났다!

그런데 그는 다름 아닌
초딩 때 건방진 뚱보, '남도영'?! 

아르바이트 하랴, 밤낮으로 연습하랴
몸이 두 개여도 모자란 영신의 팍팍한 일상 속에
자꾸만 스며드는 도영. 

하지만 영신은 데뷔를 위해선
그 무엇에도 흔들리지 않겠다고 결심하는데...!

파란만장 아이돌 지망생의 고군분투기
<연습생 고영신>",카카오웹툰
84,84.0,84,//dn-img-page.kakao.com/download/resource?kid=nQNlP/hzp2jk5NWV/bxIpd8zkaj7sKudhIPUBH0&filename=th1,부드러운 폭군,"최몽실,루시",월,로판,,"거대한 제국 란시아의 황제, 카알 라킨.
잔혹한 성품의 황제로 인해 그의 하렘에서는 언제나 피의 비가 내린다.

또 한 명의 후궁이 그의 손에 죽어 나가고
그 자리를 채우게 된 노스앤드 영주의 딸 에리카 코르.

잔혹한 황제와 한없이 연약해 보이는 소녀, 에리카를 보고 사람들은 모두 그녀가
이 하렘에서 오래 살아남지 못할 것이라 예측하지만, 모두의 예상과는 달리 
에리카는 점차 카알 라킨의 뒤틀린 표면 아래에 다른 모습이 숨어 있다는 것을 알게 되고
카알 또한 나약해 보였던 에리카와 지내며, 자신의 상처가 아물어 가는 것을 느낀다.

그렇게 그들은 서로에게 애틋함을 느껴 가지만 황제와 그의 약혼녀라는 그들의 신분은 그들을
그저 사랑을 느껴가는 연인 관계로 내버려 두지 않는데….",카카오웹툰
85,85.0,85,//dn-img-page.kakao.com/download/resource?kid=b5TvUZ/hzb7rLbr1l/ukxxx0c1CFbweiNlypsuCk&filename=th1,월요일이 사라졌다,"콩가,재미핥기,(주)툰플러스",월,드라마,,"모든 직장인이 그렇듯, 월요일을 무지하게 싫어하는 진 한.
일요일 밤 자고 난 뒤 출근했는데, 월요일이 아닌 화요일이었다
통째로 사라진 월요일의 기억. 그런데 제대로 사고를 쳤다. 
직장내 최고 퀸카 여사원에게 공개적으로 고백을 해 버린 것!

그리고 다시 또 돌아온 다음 주 평일.
이번에도 일요일에 잠이 든 그는 화요일에 일어나 버렸다!?
진짜로 월요일의 기억이 사라져 버린 상태.
이번에는 회사 대표에게 기가 막힌 프로젝트 건의를 해서 온 회사를 발칵 뒤집어 놓았다!

이렇게 월요일이 될 때마다 또 다른 자신이 깨어나 하나씩 큰 사고를 치는 주인공 진 한.
하나같이 비싼 차를 산다던지, 미모의 여직원에게 용감히 대쉬해 연애에 골인한다던지, 소심한 성격 탓에 속으로만 간직하던 기획안을 용감하게 건의한다던지, 자신의 ‘워너비’ 성향을 마음껏 발산한다.
그러면서 자연스레 사람들은 월요일의 그를 기대하게 되고,
진 한 본인도 차츰 자신감을 얻어가게 되는데.....",카카오웹툰
86,86.0,86,//dn-img-page.kakao.com/download/resource?kid=dJqxHW/hzp2kZmrrO/beOx8bkvdHTkzbFzLMJB11&filename=th1,간신이 나라를 살림,"써드리오,Azul,루이세",월,소년,,"금은보화가 있었는데요…? 없었습니다!

적군의 침공이 있건 말건 대신들이 도망가는 틈을 타 
호시탐탐 노리던 황금 앞에 냉큼 달려간 간신.
사망 확률을 저울질해가며 투항하려던 찰나에
본능적으로(?) 몸을 날려 여왕 대신 화살에 맞아 죽음을 맞이한다.

“충신이여, 당신이 마지막 희망입니다!”

최후의 충신에게 주어지는 단 한 번의 기회,
과거로 돌아가 망국을 재건해야 한다!",카카오웹툰
87,87.0,87,//dn-img-page.kakao.com/download/resource?kid=cx2eSI/hy41F3lUc0/HKvCCeznGG5zZgKxirTKH0&filename=th1,스텔라를 위하여,"소화기,나나소,진수윤",월,로판,,":: 매주 월요일 업데이트!! ::

죽어야 전생으로 돌아갈 수 있는 그녀와 그녀의 죽음을 막으려 회귀한 남주의 애틋한 로맨스

소설 속 남주 아르케인과 여주 스텔라를 위하여 죽을 운명인 조연 데이나. 
현실 세계로 돌아가려면 이 역할에 최선을 다해 죽어주는 수밖에…! 

그런데, 남주가 왜 갑자기 나한테 미친 듯이 집착을 하냐고! 
게다가 일부러 원작과 반대로 움직이는 건 단순히 기분 탓인가..?!

“ 다시는 나 때문에 널 죽게 내버려 두지 않을 거야, 데이나.”",카카오웹툰
88,88.0,88,//dn-img-page.kakao.com/download/resource?kid=rvdy1/hzhOd0LgMD/vavCqUWzIMN6YJncyVBqak&filename=th1,고교최강,문스튜디오,"월, 화, 수, 목, 금",무협,,"[""내기할까? 누구 뚝배기가 먼저 깨지는지?!""]

언제부턴가 각 지역 학교에서 이상한 게임이 
유행하게 되는데…
  그 게임의 이름은 바로 [베팅격투]
그런데 이 게임… 
단순한 패싸움이 아니라 배후가 있는 것 같다…!",카카오웹툰
89,89.0,89,//dn-img-page.kakao.com/download/resource?kid=bqpCJg/hzp2g9Dttp/x52fGKTGAoYNwle4ErYFg0&filename=th1,만고지존,"태일생수,잭 노르웨이","월, 목",무협,,"자신의 전생이 '파군무제(破軍武帝)' 고비훈이었다는 것을 각성한 이운혁. 
이제 사람들은 죽은 고비훈의 동상을 도시 한 가운데에 세워두고 그를 기리고 있다. 
천무 대륙에서 무도와 제련의 천재로 추앙받던 인재, 고비훈이었던 전생과는 달리 환생한 이운혁의 몸은 경맥도 꽉 막혀있고 수련하기 까다로운 체질이다. 다행인 건 고비훈이던 시절의 무공과 수련법을 그대로 기억하고 있다는 것! 
신이 내게 전생을 기억하게 한 건, 지난 생에 못다 이룬 꿈을 이루라는 계시가 아닐까?
나 이운혁이자 파군무제 고비훈, 이제부터 만고(萬古)에 이르는 지존(至尊)이 되리라!",카카오웹툰
90,90.0,90,//dn-img-page.kakao.com/download/resource?kid=F2SLJ/hzmU1Pnld3/wfxkyvQKgfB38tgcB6Zls0&filename=th1,내 어깨 위에 공룡,마티니사탕,월,드라마,,"귀신을 보는 소녀 '다빈'
우울한 나날을 보내던 중 공룡 귀신과 만났다.
그날 이후 다빈의 뒤를 졸졸 따라다니는 공룡 귀신.
다빈과 공룡 귀신의 뜻밖의 동거가 시작된다.",카카오웹툰
91,91.0,91,//dn-img-page.kakao.com/download/resource?kid=c7Wyrd/hzp2hatroP/yGxzVTP4vdFKCVWRJU03u1&filename=th1,70억분의 1의 이레귤러,"럭키나인,구자로,란델",월,소년,,"[게임][파티][레이드][전쟁]
과도한 감각 증폭 현상인 ‘선천적 과몰입 증후군’으로 가상현실을 할 수 없는 주승호.
어느 날 그에게 색 모를 동아줄이 내려온다.
바로 ‘4세대 VRS’ 기기의 테스터!
테스터를 거쳐 가상현실을 할 수 있게 되었을 때, 처음으로 생각했다.
자신이 잡은 것은 금으로 만들어진 동아줄이었음을.
통칭 4세대라 불리는 ‘Lost Sky Online’을 체험했을 때, 깨달았다.
‘선천적 과몰입 증후군’은 과거엔 독이었지만, 사실 축복이었다는 것을.
평소의 내가 아닌, 새로운 나로 변하는 시간.
[로스트 스카이의 세계에 오신 것을 환영합니다.]",카카오웹툰
92,92.0,92,//dn-img-page.kakao.com/download/resource?kid=y1IbV/hzCtcamBV1/mpmQDs7txHYY8kGjQqJkKk&filename=th1,더는 못 본 척하지 않기로 했다,"DAMA,이재현,율비",월,로판,,"회귀하고 나서야 깨달았다.

외도를 저지른 남편은 어떻게든 다시 또 외도를 저지르고,
저 망할 내연녀는 다시 또 내 앞에 나타나고,
내 명줄은 그리 길지 않다는 걸.

""우리 이혼해요."" 

""...뭐?""

""당신에게 줄 돈은 한 푼도 없으니까 내가 사준 것들 전부 내놓고 나가세요.
저기 저 구석에 처박힌 속옷까지 전부, 다.""

""갑자기 왜 이러는 거요?""

""갑자기?""

절로 비틀린 미소가 그려졌다. 원래 염치없는 사람인 줄은 알았지만 이건 좀 심하잖아.

""그건 당신이 더 잘 알겠지, 이 하반신으로 생각하는 짐승 새끼야.""",카카오웹툰
93,93.0,93,//dn-img-page.kakao.com/download/resource?kid=bivbGa/hzCs9K80s2/Y5Xm5lGI5eufklk9DKo71k&filename=th1,원나잇 메이트 [개정판],"체리만쥬,정의",월,BL,,"여행지에서 우연히 (구) 짝사랑을 만났다! 두근두근 설레는 마음으로 온 유럽 여행에서 큰 곤경에 빠진 우진. 그런 우진 앞에 그가 지난 1년간 짝사랑했던 상대, 강승혁이 나타난다. 이녀석의 도움을 받기가 영 껄끄럽긴 하지만... 어쩔 수 없다! 딱 하룻밤만 신세지는 수 밖에. 그런데 어쩐지... 자꾸만 일이 생긴다?",카카오웹툰
94,94.0,94,//dn-img-page.kakao.com/download/resource?kid=bAomba/hy41QcKiXC/VNyDEAhGiACVWdHiKZsVrk&filename=th1,장봉행,"무후경연,유자양면",월,무협,,"30년 전, 사람의 마음을 조종할 수 있는 4자루의 요도(妖刀)가 무림에 뿌려지면서 수많은 사람들의 목숨을 빼앗았다. 30년 뒤, 기이한 살인사건들이 여러 건 일어나고 그 사건들 배후에는 요도가 있다는 소문이 돌기 시작한다. 평범한 대장장이 소년이었던 주인공 배열은 어느 날, 한 강호 문파에 검을 배달하러 갔다가 기이한 장면을 목격한다. 그것은 바로 한 마을 청년이 괴물의 모습을 한 채 한 자루의 칼을 휘두르며 문파 장문인의 여제자와 싸우고 있는 모습이었다. 4자루의 요도와 4대문파, 무공을 수련한 적도 없는 배열은 그 소용돌이 속에서 살아남을 수 있을까?",카카오웹툰
95,95.0,95,//dn-img-page.kakao.com/download/resource?kid=Wxrxl/hyQ9VlH45X/OcrUmr2pm13GtsGtjkUNjk&filename=th1,천도 도서관,"횡소천애,Amateurs R&S",월,소년,,"도서관 화재로 죽게 된 장현.
기이한 세상 속 무능력 선생이 된 자신을 발견한다.

모두의 질타를 받지만, 어느 날 문득 머릿속에 나타난
신비의 도서관으로 인해 운명이 바뀐다!

사람이든 사물이든, 자신이 본 것이라면 모두 책으로 만들어져,
대상의 결점까지 일목요연하게 정리되어 있다.

책 덕분에 모든 걸 꿰뚫어 볼 수 있게 된 장현은
제자 양성을 위한 교습을 시작하는데…",카카오웹툰
96,96.0,96,//dn-img-page.kakao.com/download/resource?kid=bDZ3UK/hzp2gJgnsu/VG00HGPLgHgbCV9bKbOeZ1&filename=th1,웽툰,춘섬이,"월, 화, 수, 목, 금",드라마,,"스스로 조차도 
이해할 수 없었던 당신의 바보짓.

바로 이 녀석, 
웽(Wooeng)의 소행이였다는 사실을 
알고 계신가요?",카카오웹툰
97,97.0,97,//dn-img-page.kakao.com/download/resource?kid=Fdt6r/hyzcDiwB76/ucz1CF3fvGN1rB0LUuIDFK&filename=th1,독보다 강한 꽃,"열문만화,한태문화,목단풍",월,로판,,"특수요원의 캡틴인 영설은 잠에서 깨어나보니 고대복장을 하고 철창 안에 갇혀 있는 자신을 발견한다. 
영설, 장공국(長空國) 정원후(靖遠侯)의 외동딸이었던 그녀는 8살 때, 부모님을 여의었고 홀로 다 쓰러져가는 정원후부를 가까스로 유지해왔다. 
하지만 자신의 정혼자인 6황자는 그녀의 마음도 모른 채 그녀와 파혼하기 위해 온갖 수단을 써왔는데...

특수요원 영설은 다시 태어난 이곳 장공국에서 자신을 모함하고 해치려는 자들을 과연 어떤 방법으로 혼쭐 내줄 생각인 걸까? 
그리고 그녀는 과연 정원후부를 어떻게 다시 일으켜 세울 것인가!",카카오웹툰
98,98.0,98,//dn-img-page.kakao.com/download/resource?kid=gFjB3/hy41GIJo69/nwGKhXhuoXXGNKgd7zrHck&filename=th1,악역 플레이어는 강해지고 싶다,"Yuedongwenhua,Anything",매일,소년,,"갑작스런 교통사고로 죽음을 맞이할 뻔했지만 영문도 모른 채 살아나버린(?) 여우주.

그날, 여우주의 눈앞에 정체를 알 수 없는 시스템창이 떠오른다.

-비호감도가 올라갑니다-

-룰렛을 돌릴 수 있게 됩니다!-

""룰렛을 돌리면 아이템을 얻을 수 있다니!
이걸 팔면 나는…""

아이템을 팔아 갑부가 되는 망상에 잠겨있던 여우주,
하지만 그의 앞을 가로막는 강적들이 나타나는데…!",카카오웹툰
99,99.0,99,//dn-img-page.kakao.com/download/resource?kid=Nsc5R/hzwBlpXbm5/jpbvseHGHdfRY1BkNhLLq0&filename=th1,막장드라마의 제왕,"아이라,고별",월,드라마,,"""다시 태어난다면 막장 드라마를 만들고 싶어.""

죽기 직전, 주마등처럼 스친 소원 하나.
정체 모를 '시스템'은 이 엉뚱한 소원을 접수해버린다.
이현석은 막장 드라마를 만들기 위해 PD  시절로 회귀하는데….

유령이 된 명감독 김철, 미래의 대배우 이설.
그리고 현석의 목숨을 건 '막장 드라마' 제작기. 
막장을 노린 드라마는 점점 세계적 인기를 누리며 판이 커지고 만다!",카카오웹툰
100,100.0,100,//dn-img-page.kakao.com/download/resource?kid=OZf1s/hzhOl5JkzF/2kXSiMRyKctUthuffjyWu1&filename=th1,무법신선의 도시강림,"편연연우중,가람","월, 금",소년,,"이 드넓은 다중우주에서 나를 부르는 호칭은 셀 수 없이 많다. 
셀 수 없이 오랜 세월을 살며 누군가는 나를 천존(天尊)이라 부르기도, 누군가는 나를 천제(天帝)라고 부르기도 했다. 하지만 현대 도시에서 내 이름은 임윤. 내 삶의 목표는 딱 하나. 아주 오래전에 놓친 내 전부이자 연인을 되찾는 것! 
어렵사리 다시 만난 연인은 날 기억하지 못한다. 오히려 자신의 예전 기억을 찾는 것을 거부하면서 스스로의 힘으로 수련을 시작하고자 하는데... 하지만 난 너만 안전하면 돼. 
난 이 도시, 네 곁에서 각종 위협으로부터 널 지킬 거야.",카카오웹툰
101,101.0,101,//dn-img-page.kakao.com/download/resource?kid=bWv1qc/hzb7A19LeM/ATpkeNHq8dVJUJIAEX0IkK&filename=th1,레벨이 갑이다,"영수,팀맷가마리,딸바보",월,소년,,"[이 게임에서 최고의 부자가 되겠어!]

최초로 등장한 가상현실 게임의 베타 테스터가 된 이서우!
하지만 불완전한 시스템으로 인해 참가자들의 접속은 끊어지지 않고,
다른 참가자들이 사망한 가운데 이서우 홀로 살아남는다.

게임의 정식 서비스가 시작됨과 동시에 혼수상태에서 벗어난 이서우는,
시간이 흘러 회복이 되자마자 다시 게임에 접속하는데......

'기대하는 게 좋을 거야. 난 내가 가진 모든 것을 써서, 이 게임을 먹고 최고의 부자가 될 테니까!'",카카오웹툰
102,102.0,102,//dn-img-page.kakao.com/download/resource?kid=bdMMSF/hyZ8y2BM8V/wgMh0LKEYVdVoaucuQKJkk&filename=th1,가로지나 세로지나 꽃은 핀다 [BL] [개정판],"카르페XD,용고",월,BL,,"“그토록 증오하고 괴롭히던 녀석의 몸에 빙의되다니, 
그럼 이제 내가 나한테 괴롭힘을 당할 차례?!” 

남궁세가의 병약하고 성질 나쁜 도련님 남궁연. 
어느 날 눈을 떠보니 10년 전으로 회귀되어 있었다!
심지어 자기가 죽도록 괴롭히던 몸종 백모란의 몸으로! 

따듯한 가족, 다정한 스승의 도움으로 의원이 되어  
이전 삶에는 없던 것들을 모란의 몸으로 누리는 연. 
유일한 단점은 성깔 사납기 짝이 없는 남궁연(예전의 나?)으로부터
똑같이 괴롭힘을 당한다는 것. 

10년이 지나고 몸이 바뀌었던 바로 그날,
자신의 몸을 되찾은 연.
정신적으로 성숙하긴 했지만 몸 상태는 점점 더 나빠지고―! 

한편, 모란의 영혼도 제자리로 돌아온 거 같긴 한데...
자신이 그 동안 다른 차원에 있었다는 둥,
영 이상한 소리를 한다???

연의 영혼이 찢겨 있다며, 마법으로 그를 치료해주겠다는 모란. 
당연히 그 말을 의심하며 모란을 피하기 바쁜 남궁연. 
티격태격 밀고 당기는 두 사람. 
그 사이에서 피어나는 강한 이끌림. 
상상을 깨는 반전 빙의, 차원을 오가는 판타스틱 BL 무협 판타지!!",카카오웹툰
103,103.0,103,//dn-img-page.kakao.com/download/resource?kid=c6MAcS/hynF3ZVUTw/8JlIzr4pB1nZ955zlSHjy1&filename=th1,만계선종,아이리더,"월, 목",무협,,"16년 전 성운은 약한 몸을 가지고 태어난다.

성운의 조부는 약한 아이가 걱정되어 천원신종의 제결 사부에게 아이를 입양 보낸다.
제결 사부는 성운을 친자식처럼 아끼며 극진히 보살핀다.

한 편 속세에 남아있던 성운의 가족은 목야 전투로 인해 모두 몰살당하고 만다.
성운은 자신의 가족을 죽인 원수들을 향해 큰 분노를 갖게 되고, 그 분노는 복수라는 씨앗을 키우게 된다.

평소 사부 제결에게 모든 것을 의지했던 성운은 어느 날 갑자기 제결으로부터 천원 신종의 자리를 물려받으라는 제안을 받는다.그 제안을 받아들인 성운은 홀로 천원 신종을 다스리게 되는데…….

과연 성운은 스승님 없이도 천원 신종을 잘 이끌 수 있을까?",카카오웹툰
104,104.0,104,//dn-img-page.kakao.com/download/resource?kid=cLzol/hyZ8y2AuJ9/DWMwkMxK58UJhdyvVFSo70&filename=th1,다정다감,박은아,"월, 화, 수, 목, 금",로맨스,,"언젠가― 네가 나를 이해하리라 믿어.
그때부터 우리는 친구가 되는 거야.

평범한 외모에 특별히 잘난 구석 없는, 다정다감한 성격의 주인공 배이지는 위로 오빠가 세 명이나 있지만 딱히 막내딸이라고 예쁨도 받지 못한 채 부엌데기 신세로 지낸다.
이지는 고등학생이 되면서 같은 중학교 출신이었던 도경과 친구가 되고, 초등학교 때 첫사랑이었던 한결이와 다시 재회하게 된다. 그러던 어느 날 까칠한 꽃미모의 신새륜과 엮이면서 이지의 학교생활은 위기를 맞이하는데…

시간이 지나도 빛나는 보석 같은 순정 만화 [다정다감],
그때의 감동을 새롭게 선사하다―

다정다감 ⓒ 박은아 / 학산문화사",카카오웹툰
105,105.0,105,//dn-img-page.kakao.com/download/resource?kid=0Fhmy/hzwBlcz0jI/ExLYzAFvVbky25wrvrfxi1&filename=th1,만렙종주,Pocket Universe,"월, 화, 수, 목, 금",무협,,"게임 회사에 근무하던 주인공은
우연히 계임 속으로 떨어지게 된다.

그나마 다행인 건 회사에서 테스트용으로 생성한
[올클래스 만렙] 계정이라는 점.

하지만 망할 NPC때문에 망해가는
종문의 종주 노릇을 하게 되고…

종문을 가꾸는 데엔 뜻이 없어
1인 종문으로 살아가려던 찰나,
그의 앞에 종문에 들어가고 싶어하는
여제자들이 나타나는데…!",카카오웹툰
106,106.0,106,//dn-img-page.kakao.com/download/resource?kid=dgVQ1x/hzwBhoi1qW/Qcpa5UPpqasAxX3koduIAK&filename=th1,미즈 마블,마블 코믹스,월,소년,,"어느 날 갑자기… 어벤저스 덕후에게 초능력이 생긴다면? 수상한 안개 속에서 기절했다가 깨어난 후 신체를 마음대로 변형하는 능력이 생긴 카말라 칸! 제어가 안 되는 초능력도, 우연히 시작하게 된 슈퍼히어로 노릇도 아직 얼떨떨할 따름인데. 새로 생긴 힘에 적응하느라 좌충우돌하다 집에선 외출금지를 당하고, 학교에선 나머지 공부에 당첨되고, 친구를 지키려다 총까지 맞아 버린 카말라는… 동경하던 히어로들처럼 멋지게 적을 물리칠 수 있을까?",카카오웹툰
