id,cluster1,cluster2,thumbnail,title,author,day,genre,story,platform,Unnamed: 0
195.0,,27,https://shared-comic.pstatic.net/thumb/webtoon/755668/thumbnail/thumbnail_IMAG06_0a5c6730-fd13-40e3-a951-171c116d903b.jpg,마녀와 용의 신혼일기,뉴릉이 / 디망 / 바리달,수,로맨스,한 번의 실수로 인생을 꿰인 천재 마녀의 달콤살벌 신혼생활!신입과의 하룻밤으로 모든 지위와 명성에 먹칠 당하게 된 천재 마법사 웬디. 그런데 뭐..? 비밀을 지켜줄 테니 결혼해달라고...?!,네이버웹툰,195.0
196.0,,9,https://shared-comic.pstatic.net/thumb/webtoon/783861/thumbnail/thumbnail_IMAG06_21bce92e-7070-4cc6-acd5-d3918306ed9a.jpg,헤어지면 죽음,봄소희 / KYMA,수,로맨스,"완벽한 인플루언서의 삶. 좋아하는 여자와의 썸.고백만이 남았는데 황당한 테러 사건에 휘말렸다?!""집착이 아니라 진짜로 우리..! 헤어지면 죽어!!""",네이버웹툰,196.0
197.0,,0,https://shared-comic.pstatic.net/thumb/webtoon/745589/thumbnail/thumbnail_IMAG06_b1a47afd-da3a-49f0-8dc2-dcd9caa0b3f8.jpg,범이올시다!,해,수,일상,"호통치는 영희 할머니와 무뚝뚝 소녀 방실이 앞에 나타난 정체불명의 고양... 아니 호랑이? 옛날 옛적 어느 산속 마을, 인간 소녀 '방실이'가 친구들과 함께 신통방통한 아기 호랑이 '범이'를 키우게 되면서 일어나는 다양한 일상 이야기! 그러나 이 평범한 일상 속에 감춰져 있던 신묘한 사실들이 하나둘씩 밝혀지기 시작하는데?!",네이버웹툰,197.0
198.0,,1,https://shared-comic.pstatic.net/thumb/webtoon/796062/thumbnail/thumbnail_IMAG06_98fe2922-7395-4ccc-a672-b06a770faea5.jpg,좀간,옹구 / 다이,수,액션,"모두가 살기 위해 발버둥 치는 세상 속, 유일하게 죽음을 원하는 소년, 온미래.어느날 그의 앞에 필살부대가 나타나 제안을 건넨다. '너를 죽여줄테니, 인간 사회를 함께 재건해다오'죽기 위해선, 모두를 살려야 한다.",네이버웹툰,198.0
199.0,,0,https://shared-comic.pstatic.net/thumb/webtoon/791140/thumbnail/thumbnail_IMAG06_2a921888-2213-4446-b970-901ac9ab8a49.jpg,메모리얼,상C,수,스릴러,"평범한 일상을 보내고 있던 고등학생 '민희'는 예전부터 좋아하던 친구에게 고백을 계획한다.그러나 고백 전날, '그 애'와 관련된 불길한 꿈을 꾸게 되고 현실에서 '그 애'와 관련된 모든 것이 사라지고 만다.모든 것이 혼란스러운 민희는 '그 애'를 찾기 시작하는데..",네이버웹툰,199.0
200.0,,18,https://shared-comic.pstatic.net/thumb/webtoon/735979/thumbnail/thumbnail_IMAG06_7d71d748-7db8-4b27-84bf-6333ba109911.jpg,얼굴천재,지에이,수,드라마,"어느 날 갑자기 게임 캐릭터로 변신하는 능력이 생겼다! 그 스킬과, 그 모습이 모두 내 것이다.나는 이제 언제든 ""얼굴천재""가 된다!",네이버웹툰,200.0
201.0,,1,https://shared-comic.pstatic.net/thumb/webtoon/793863/thumbnail/thumbnail_IMAG06_9fd9008d-6135-48a8-8400-aa776a6d7e3e.jpg,그녀의 육하원칙,일삼구,수,스릴러,"같은 반 남학생 '주하원'을 주인공으로 소설을 쓰는 '정민'.그의 말투, 행동, 표정 하나하나가 소설의 소재가 된다.하지만, 완벽한 줄로만 알았던 하원의 실체를 알아버린 정민은 밀려오는 배신감에 소설 속 하원을 죽여버리고 만다.다음 날, 학교에서 벌어진 의문의 살인사건. 그런데 어쩐지 하원이 수상하다!2021 지상최대공모전 2기 장려상 수상작.",네이버웹툰,201.0
202.0,,3,https://shared-comic.pstatic.net/thumb/webtoon/765158/thumbnail/thumbnail_IMAG06_76bef3ba-4f5e-42d5-b5f6-b98d3d5356f6.jpg,괴물공작의 딸,한바다 / 찬란,수,판타지,"세상과 단절되어 살아가던 나는 '괴물공작' 이라 불리는 아빠에게 거둬졌다.어느 날, 아빠의 서재에서 이상한 책을 발견하는데…이거 내용이 왜 이래? 내가 병 때문에 죽는다고? 그러면서 양녀를 들이고 잘해줘?어차피 죽을 거라면 그전에는 뭘 해도 안 죽는다는 거잖아! 그렇다면, 정말 로티 맘대로 해버릴 거야!",네이버웹툰,202.0
203.0,,8,https://shared-comic.pstatic.net/thumb/webtoon/771718/thumbnail/thumbnail_IMAG06_1860e981-b756-467a-83c2-228ef955b297.jpg,수요웹툰의 나강림,이경민 / 송준혁,수,판타지,"평소 웹툰을 즐겨보는 고등학생 나강림. 어느날 그의 눈앞에 웹툰 속에서 봤던 여주인공이 나타나는 기이한 일이 펼쳐진다.심지어 웹툰에서와 똑같은 사건이 그녀를 위기로 몰아넣는데,문제는 그 사건으로부터 그녀를 구해줄 주인공이 현실에는 없다는 것!결국 나강림은 주인공 역할을 대신하여 그녀들을 구하기 위해 시간을 반복하며 구른다.",네이버웹툰,203.0
204.0,,16,https://shared-comic.pstatic.net/thumb/webtoon/750558/thumbnail/thumbnail_IMAG06_ff74b387-a953-4356-a4a0-c45abb88384c.jpg,로어 올림푸스,레이첼 스마이스,수,로맨스,"어디서도 본 적 없는 신화 이야기, 풋내기 여신 페르세포네와 지하세계의 왕 하데스의 현대판 로맨스 판타지!글로벌 No.1 인기작 'Lore Olympus'를 한국어 버전으로 감상하세요.",네이버웹툰,204.0
205.0,,3,https://shared-comic.pstatic.net/thumb/webtoon/795330/thumbnail/thumbnail_IMAG06_68b51c25-bc36-427e-9bcf-5bad5d1353c0.jpg,선배는 나빠요!,쟈바칩,수,로맨스,"오직 나쁜 남자에게만 매력을 느껴 현실에선 연애 한번 해본 적 없는 '릴리'.본인에게 다가오는 착한 남자들에겐 철벽을 치며 나쁜 남자를 기다리던 와중, 학교 최고 쓰레기 선배 '현우'를 만나게 된다. 천년의 이상형인 현우에게 릴리는 앞뒤 안 가리고 직진하지만, 돌아오는 현우의 반응은 차갑고 아프기만 한데.. 이거 직접 겪어보니.. 오히려 좋다?!",네이버웹툰,205.0
206.0,,0,https://shared-comic.pstatic.net/thumb/webtoon/786987/thumbnail/thumbnail_IMAG06_d66b992b-132c-42ed-a14b-234589e6873d.jpg,더 퀸즈,청민 / 이수현,수,액션,"""사람은 사람을 믿을 수 있는가""아동납치와 마약 제조를 일삼는 악명높은 미국의 거대 마피아 '삼부카'그들에 맞서기 위해 대한민국의 대재벌 원미호는 불로불사 소녀 강숙희, 마피아 출신 릴리아를 섭외하여 '퀸즈'를 결성한다. 퀸즈는 삼부카와의 전쟁에서 승리할 수 있을 것인가? 재벌X초인X전직 마피아, 세 여자의 뜨거운 액션!",네이버웹툰,206.0
207.0,,18,https://shared-comic.pstatic.net/thumb/webtoon/788167/thumbnail/thumbnail_IMAG06_a5d4863f-a0a9-408c-9b86-e4d1db48c48c.jpg,가짜 동맹,케냠,수,로맨스,소꿉친구와 하루아침에 커플이 되었다?!통제가 강한 부모님들을 안심 시키고 자유롭게 생활하기 위해 동맹을 맺은 두 모범생 ‘윤세이’와 ‘김재하’.동맹을 들킬 위기를 모면하기 위한 두 사람의 가짜 커플 행세가 시작된다!,네이버웹툰,207.0
208.0,,32,https://shared-comic.pstatic.net/thumb/webtoon/760001/thumbnail/thumbnail_IMAG06_b46407a2-9147-44c9-bf4b-e3462a5fb8d0.jpg,하렘의 남자들,히어리 / 영빈 / 알파타르트,수,로맨스,"""내 후궁들부터 들이기로 하였다. 한 다섯 정도.""타리움 제국의 황녀, 라틸. 그녀의 첫사랑 하이신스는 황제가 되기 위해 본국 권력자의 딸과 결혼한다.충격 받는 라틸. 하지만 그 충격이 가시기도 전에 황태녀가 되고,이복남매의 반란 세력에 맞서 황위를 지켜낸다.그렇게 여황제가 된 라틸에게 대신들은 국서를 맞을 것을 제안하는데, 뭔가, 심기에 거슬린다.'왜 여황제는 후궁을 못 들인다는 거지?'""저도 최소 다섯 명은 후궁으로 두어야겠습니다. 제가 좋다면 하렘으로 들여보내세요,보고 마음에 드는 사람을 국서로 삼을 것입니다."" 전무후무한 여황제의 하렘으로, 치명적인 매력의 남자들이 모여든다!",네이버웹툰,208.0
209.0,,17,https://shared-comic.pstatic.net/thumb/webtoon/793388/thumbnail/thumbnail_IMAG06_0c71a655-fbe1-463e-8464-f99d3ecdfe91.jpg,주부 육성중,임현,수,드라마,"최강 소방관의 다음 직업은 최강 주부?사랑하는 배우자를 위해 주부가 되기로 한 남자와, 그를 주부로 만들기 위한 마음빌라 사람들의 고군분투 주부 육성기!",네이버웹툰,209.0
210.0,,8,https://shared-comic.pstatic.net/thumb/webtoon/780253/thumbnail/thumbnail_IMAG06_55c78c4b-50ea-4265-a6f0-10e99c9703e1.jpg,두 번 사는 프로듀서,여로운 / 왕십리글쟁이,수,판타지,"“어, 미안. 근데 먼저 한 사람이 임자 아니야?방송계가 원래 그런 거잖아.”꿈을 가지고 패기 있게 방송국에 입사했지만,쓰레기 같은 선배를 만나 10년 동안 모든 걸 빼앗기기만 한 준수.뼈저리게 후회하고 이를 갈았지만, 바로잡을 수가 없었다.절망에 잠겨 모든 걸 포기하려던 그때,내 인생에 두 번째 기회가 찾아왔다.기억도, 그간의 노하우도 모두 그대로인 채로 입사날로 회귀한 준수.두 번째 삶에서는 과거의 절망을 반복하지 않고, 꿈을 이룰 수 있을까?",네이버웹툰,210.0
211.0,,0,https://shared-comic.pstatic.net/thumb/webtoon/784255/thumbnail/thumbnail_IMAG06_60e6a74d-d4d9-4588-ba91-2473036f8c1b.jpg,먹는 인생,홍끼,"수, 토",일상,세상에는 먹고싶은 것들이 너무 많아! 나의 맛있는 일기,네이버웹툰,211.0
212.0,,20,https://shared-comic.pstatic.net/thumb/webtoon/789652/thumbnail/thumbnail_IMAG06_123368c7-da7e-4a81-bd42-a623cdd02e5d.jpg,인과관계,강환영,수,로맨스,"어릴 적, 엄마의 강요로 아역 배우 활동을 하게 된 유라. 친구들과 어울릴 새 없이 촬영장에 불려 다녀야 했던 유라는 낯선 어른들의 스킨십과 감정을 억누르는 억지 연기 탓에 스킨십 거부증이 생긴다.결국 아역 배우 활동은 중단되고, 학교마저 검정고시로 졸업한 유라는 엄마와의 사이도 소원해져 집을 나와 홀로 고등학교 생활을 시작한다.아무와도 관계를 맺지 않고, 있는 듯 없는 듯 조용히 졸업하는 것이 목표였지만 하필 반에서 가장 인기 많은 고인우와 권미인의 눈에 들어버린다.가벼운 그들의 관심이 불쾌한 유라는 매몰차게 거절하고, 소꿉친구이자 첫사랑인 해원이만 있으면 친구는 필요 없다고 생각하지만그럼에도 다가오는 그들에 의해 다양한 감정을 알아가게 된다. 각자의 상처를 건드리고, 치유해 주며, 서로의 아픔에 원인과 결과가 되는 이들은 진정한 인간관계를 쌓아가기 시작한다.",네이버웹툰,212.0
213.0,,18,https://shared-comic.pstatic.net/thumb/webtoon/792654/thumbnail/thumbnail_IMAG06_f1ccaebb-81c5-413c-be54-070b73f4077f.jpg,밀행,H.C / 봉선 / 아슬로,수,로맨스,"막히는 일이 있으면 누구나 두루 찾는다는 마을의 감초 태인. 귀갓길에 웬 남자와 웃지 못할 상황이 일어나고, 술에 취한 태인의 아버지가 그 사내를 주워와버렸다!그 사내의 이름은 기현. 처음엔 그저 식량이나 축내는 실없는 사람인 줄 알았더니 위급할 때마다 척척 일을 해결해 내는 솜씨가 보통이 아니다. 정신을 차려보니 어느새 기현은 태인의 마음속에 들어와 버렸는데...",네이버웹툰,213.0
214.0,,13,https://shared-comic.pstatic.net/thumb/webtoon/786189/thumbnail/thumbnail_IMAG06_2d7bfd1c-d5b9-48b9-96a2-36bc164f1610.jpg,잿빛도 색이다,쿼시,수,드라마,평범한 회사원 '지호'는 무기력증으로 여자친구 '솔빈'과의 연애도 무료하게 느껴지고..그 때 새로움과 짜릿함을 갖고 있는 ‘신생’ 유튜버 ‘은율’을 알게 되면서감정이 폭죽처럼 빠르게 터져나간다.“이러면 안되는데.. 안되는데..” 하면서도 마음이 자꾸 그 쪽으로 가는데..,네이버웹툰,214.0
215.0,,7,https://shared-comic.pstatic.net/thumb/webtoon/783532/thumbnail/thumbnail_IMAG06_c50a7997-f2c4-4d3d-b328-ab37f8aedb37.jpg,안미운 우리들,지피,수,드라마,"""그 새끼랑 헤어져."" 뭐? 이것도 친구라고..!내 애인과 내가 헤어지길 바라는 남사친 '상재수'.그리고 그런 녀석을 모나게 내칠 수 없는 나, '하원수'.거기다가 내게 고백까지 하는 상황이라니!그로 인해 우리들의 관계는 점점 금이 가기 시작했다. 깨진 휴대폰 액정처럼.",네이버웹툰,215.0
216.0,,3,https://shared-comic.pstatic.net/thumb/webtoon/783596/thumbnail/thumbnail_IMAG06_86163f7e-f445-4bb8-bd1a-0e8ce6733bb0.jpg,그림자의 밤,융,수,판타지,"예지몽을 꾸는 '이아름'은 어느 날 기억 저편으로 밀려났던 악몽들을 떠올리게 된다.그리고 노트에는 기억에 없는 꿈에 관한 내용들이 적혀있는데...'난 이런 거 쓴 적 없어! 하지만 분명 이건 내 꿈이 맞는데..?'꿈에서 봤던 괴물들이 하나씩 현실에 등장하고,특별한 능력을 가진 사람들이 세상에 모습을 보이기 시작한다.",네이버웹툰,216.0
217.0,,2,https://shared-comic.pstatic.net/thumb/webtoon/794668/thumbnail/thumbnail_IMAG06_bb512c27-17b5-4eec-82b7-e54cf6b054b7.jpg,클로닝,천정학,수,스릴러,과학자 정대숙은 연구중 의도치 않게 복제인간을 만들고 만다.갑자기 생긴 복제인간으로 인해 그의 인생에 많은 문제가 생기기 시작한다.그로 인해 그의 삶은 점점 꼬이게 되고 결국은 살인사건에 까지 휘말리고 만다.,네이버웹툰,217.0
218.0,,20,https://shared-comic.pstatic.net/thumb/webtoon/783534/thumbnail/thumbnail_IMAG06_a4287b62-6d76-4f33-87fd-e826c1ab4dc9.jpg,구사일생 로맨스,해부기 / 서정 / 수(秀)​,수,로맨스,단역과 엑스트라를 전전하는 무명 여배우 김은홍.9년 사귄 남자친구한테 차이고 술에 취해 귀가하던 중 엘제이제약 대표 이강일과 사건에 휘말린다.그런데 갑자기 10억을 줄 테니 약혼하자는 강일.“김은홍 씨가 없으면 내가 살 수가 없으니까.”내가 없으면 죽는다고?! 그 남자를 위해 연기하는 은홍의 목숨을 건(?) 로맨스!,네이버웹툰,218.0
219.0,,8,https://shared-comic.pstatic.net/thumb/webtoon/793696/thumbnail/thumbnail_IMAG06_0a9c253c-0a51-4757-80a8-945d4e9751f5.jpg,재생존경쟁,미티 / 톨젠,수,판타지,"부와 명예로 가득한 미래가 보장된다면, 당신은 죽음의 선택을 번복할 것인가? 스스로 죽은 이들에게 마지막으로 주어진 재생존의 기회, 그 희망을 잡기 위한 치열한 경쟁이 시작된다.살고 싶으면 버티고, 버티고, 버텨라!",네이버웹툰,219.0
220.0,,12,https://shared-comic.pstatic.net/thumb/webtoon/773187/thumbnail/thumbnail_IMAG06_b1f461f4-371d-4acf-9602-35b9b94aab8c.jpg,사랑과 평강의 온달!,한기주 / 일,수,로맨스,"교육직 공무원인 박사랑, 그녀에게는 평생을 바쳐서라도 꼭 해야 하는 일이 있다. 바로 사촌 동생인 평강이(전생 평강공주)의 진짜 인연 '온달'을 찾아주는 것! 그런데 온달을 찾고, 연을 맺어주느라 바쁜 사랑 앞에 미남들이 꼬이는데?!",네이버웹툰,220.0
221.0,,0,https://shared-comic.pstatic.net/thumb/webtoon/772729/thumbnail/thumbnail_IMAG06_3f2d4d2d-8542-4bb7-ae94-b9255425952d.jpg,반짝반짝 작은 눈,억수씨,수,판타지,신참 주민센터 공무원의 Vlog 같은 일상에 마법사가 나타나 전입신고를 요청하는 상황이 끼얹어진다면? 평범한 듯 평범하지 않은 주민센터 공무원 윤의는 우연히 마법세계에서 피신 온 마법사와 마주치고 그가 지켜야하는 왕자의 알(용체)을 습득하게 되는데...변덕쟁이 공무원과 고지식한 마법사가 펼치는 어불성설 로맨스!,네이버웹툰,221.0
222.0,,7,https://shared-comic.pstatic.net/thumb/webtoon/774853/thumbnail/thumbnail_IMAG06_3143e8f0-168f-4331-b041-26e504923f8d.jpg,무용과 남학생,이호진,수,드라마,"어릴 적부터 소꿉친구 유연과 함께 발레를 배우던 시우는 어떤 사건으로 인해 발레를 그만두게 된다.그러던 어느날  학교에  발레 하는 남학생 이준이 전학을 오고, 이준과 유연이 예술고등학교 무용과 입시를 준비하는 모습을 보면서 시우는 이준에게 묘한 경계심을 느끼게 되는데…발레와 함께 피어나는 세사람의 알쏭달쏭 첫사랑 로맨스!",네이버웹툰,222.0
223.0,,8,https://shared-comic.pstatic.net/thumb/webtoon/791892/thumbnail/thumbnail_IMAG06_51c60afb-824c-4b8b-85d9-e31980255692.jpg,멸종위기종인간,사하라,수,판타지,"거대한 혜성이 지구를 덮친 날,모든 인간들의 소원이 이뤄지고 말았다.오히려 재앙이 되어버린 이 세상에서  소원으로 능력은 얻은 이들은인류의 멸종을 맞선 영웅이 되기로 선택한다.",네이버웹툰,223.0
224.0,,7,https://shared-comic.pstatic.net/thumb/webtoon/783971/thumbnail/thumbnail_IMAG06_00a2a9a6-3264-4272-9eff-1bea4e603a99.jpg,이별학,맹물,수,드라마,"서른 살까지 모솔로 살다 겨우 첫 연애를 시작한 '고장가'는3년을 만나도 여자친구 '우주'에 대한 마음이 뜨겁기만 한 댕댕남이다.그럼에도 사랑에 유효기간이 있었던 것일까?위기가 반복될수록 서툰 그의 연애는 차갑게 식어간다...​사랑만 있으면 될 것 같았던 연애,장가와 우주의 조금은 특별한 이별 이야기.",네이버웹툰,224.0
225.0,,8,https://shared-comic.pstatic.net/thumb/webtoon/762786/thumbnail/thumbnail_IMAG06_50e681aa-29cb-4a82-a412-dbff921c5051.jpg,해귀,알파A,수,판타지,어느 날 갑자기 한마을을 덮친 해귀들. 해귀에게 엄마를 잃고 살 길을 찾아 마을 밖으로 도망친 주인공 한천은 엄마가 사실 해귀에게 죽은 것이 아니고 먹이로 납치당했다는 사실을 알게 된다. 한천은 끌려간 엄마를 구하기 위해 위험한 길을 떠나게 되는데...,네이버웹툰,225.0
226.0,,32,https://shared-comic.pstatic.net/thumb/webtoon/763851/thumbnail/thumbnail_IMAG06_655728b0-109f-4f26-aa82-7af7f0b0b972.jpg,뱀은 꽃을 먹는가,소나음,수,로맨스,"폭군 황제가 다스리는 황궁.​천재 악사 하랑은 황제가 끔찍이도 아끼는 꽃, 애화의 전속 악사로 부름 받는다.그러나 황제는 하랑이 애화의 얼굴을 보는 것조차 용납할 수 없었다.""이제는 아무 것도 담아서는 안 되는 저 눈을… 뽑아라!""하랑은 저열한 욕망으로 자신의 눈을 멀게 만든, 황제와 애화에게 복수를 결심하는데…….",네이버웹툰,226.0
227.0,,30,https://shared-comic.pstatic.net/thumb/webtoon/783526/thumbnail/thumbnail_IMAG06_9e0b7239-a14f-4554-bd5f-448f221653e2.jpg,혁명 뒤 공주는,으앵,수,로맨스,"“지금 이 자리에서 적폐 왕조의 마지막 왕녀를 처단하고, 공화정을 선포한다.”혁명으로 인해 죽은 공주 루미나. 그녀는 전생의 기억을 가지고 한국에서 환생하여 평범한 회사원이 된다.전생에 구를 대로 굴렀으니 이제는 편하게 살고 싶은데, 전생의 인연들이 나타나 그녀의 회사생활을 방해한다!",네이버웹툰,227.0
228.0,,3,https://shared-comic.pstatic.net/thumb/webtoon/791632/thumbnail/thumbnail_IMAG06_84aafad1-3afb-4ee3-a3d6-43d1434621f3.jpg,낙원의 이론,무멘 / 정선우,수,판타지,"도시연합군의 전리품, '유은우'는군에서 쫓겨나듯 도시연합 중앙학교에 입학하게 된다.그곳에서 속을 알 수 없는 파견부장 '서재희'와도시연합군 출신 '정윤환'을 만나고하루도 편할 날이 없는데...그런 세 사람 앞에 다가온 불길한 예언은?",네이버웹툰,228.0
229.0,,31,https://shared-comic.pstatic.net/thumb/webtoon/774039/thumbnail/thumbnail_IMAG06_96afcb89-6e34-416f-8aea-225562356a32.jpg,나의 계절,박수민,수,로맨스,승재는 친구의 부탁에 못 이겨 같은 반 봄이와 장난삼아 사귀게 된다.시간이 갈수록 예상치 못 한 봄이의 매력에 승재는 끌림을 느끼면서도마지막 순간에 떠 밀리듯 최악의 선택을 하고 마는데...승재는 이 때만 해도 알지 못했다. 봄을 시작으로 잊지 못할 계절들을 보내게 될 줄은.,네이버웹툰,229.0
230.0,,4,https://shared-comic.pstatic.net/thumb/webtoon/770844/thumbnail/thumbnail_IMAG06_00b46552-3538-4212-b254-8608ff1dd552.jpg,구주,준치 / 조9,수,드라마,"구원을 바라는 뱀파이어와, 그녀를 둘러싼 두 여자의 어긋난 관계. 뱀파이어인 원은 대학에서 선배 주이를 만난 후 새로운 감정을 배우고, 평범한 삶을 꿈꾼다. 원에게 집착하는 소꿉친구 세연은 둘을 갈라놓으려 하지만, 세연이 거슬렸던 주이는 일부러 원에게 접근한다. 세 사람의 관계는 파국으로 치닫는데….",네이버웹툰,230.0
231.0,,17,https://shared-comic.pstatic.net/thumb/webtoon/786498/thumbnail/thumbnail_IMAG06_d2fd830d-d5ff-43ea-8d90-37031895d0dd.jpg,하지만 너는 2D잖아,마주,수,로맨스,아싸 고등학생 최수아는 어느 날 기묘한 힘에 이끌려 좋아하던 순정만화 속으로 들어가게 된다.낯설고도 익숙한 그곳에서 만난 이는... 최애 캐릭터인 남주인공 정지훈?!미성숙한 덕후 최수아가 만화 속 친구들과 동고동락하며 성장해가는 일상 드라마.,네이버웹툰,231.0
232.0,,17,https://shared-comic.pstatic.net/thumb/webtoon/792372/thumbnail/thumbnail_IMAG06_7ab9281e-22b3-44db-b59e-2167cac2ad69.jpg,산의 시간,지님,수,드라마,"어린 시절, 우연한 계기로 만나게 된 '산이 오빠'.유독 '소미'에게만 특별하게 대해주는 모습 때문에 소미는 오랜 짝사랑을 하게 되고, 결국 산이와 같은 대학교에 진학하게 된다. 하지만 핑크빛 대학 생활을 꿈꾸던 소미 앞에 중학교 시절 앙숙이었던 '영도'가 나타나면서 꿈꾸던 대학생활은 물 건너간다.그러던 어느 날, 영도가 소미에게 산이를 조심하라고 경고하는데... 어딘가 비밀스러운 나의 첫사랑 산이 오빠, 그리고 우리가 지나쳐 온 많은 비밀의 시간들. <산의 시간>",네이버웹툰,232.0
233.0,,8,https://shared-comic.pstatic.net/thumb/webtoon/795537/thumbnail/thumbnail_IMAG06_74634712-ecac-475c-b907-4a03e7416054.jpg,이 짝사랑은 억울하다!,김밀콩,수,로맨스,"10년지기 소꿉친구 윤서아를 짝사랑하는 김강우. 그런데 윤서아의 눈길이 향하는 곳은… 강우와 똑같은 외모와 똑같은 성격과 똑같은 취향, 자타공인 거의 복제인간과 다를 바 없는 쌍둥이 형 김상우…? 설마 너…?? 짝사랑이 이보다 억울할 수 없다!!",네이버웹툰,233.0
234.0,,30,https://shared-comic.pstatic.net/thumb/webtoon/783106/thumbnail/thumbnail_IMAG06_f8b4dc94-0341-405a-9c26-0e719b0e9d45.jpg,수호하는 너에게,김순돌,수,로맨스,"영매로 태어나 귀신을 피해 살아온 태남.무당인 할머니의 보호 아래 한정된 생활을 하며 살았지만, 대학교에 진학하며 드디어 자유를 찾았다!게다가 입학식에서 만난 동기 성결의 수호령은 주변 귀신들을 퇴치시키는 장군신급 능력을 가진 신,태남은 성결과 함께 자유로운 대학생활을 만끽할 수 있을까?",네이버웹툰,234.0
235.0,,9,https://shared-comic.pstatic.net/thumb/webtoon/783595/thumbnail/thumbnail_IMAG06_109a66ad-c613-4ef3-9e0e-1fb2913c1f29.jpg,필생기,찬성,수,판타지,"생사의 갈림길에 도달한 사람에게만 초능력이 발현하는 세계.5년 전 생긴 대형 싱크홀로 고등학생 김신관을 포함해 수많은 사람이 초능력자가 되었고, 사람들은 싱크홀을 만든 '리피터'라는 정체불명의 물건을 찾아 나선다.'리피터'를 둘러싼 싸움에 휘말린 김신관의 최후는..?",네이버웹툰,235.0
236.0,,20,https://shared-comic.pstatic.net/thumb/webtoon/794417/thumbnail/thumbnail_IMAG06_c7261a5f-cfa1-4e22-866b-d202afcd91df.jpg,프로듀스 온리원,류가명,수,드라마,최애 아이돌이 내 앞에서만 노래한다?!분리수거장에서 실수로 쓰레기를 뒤집어쓰게 만든 이웃 주민이 알고보니 5인조 남자 아이돌 블루 블랙의 멤버 전진솔!!해체한지 3년이나 지났지만 한눈에 알아본 찐팬 원여원은 무대를 더 보고 싶은 마음에 사로잡히고그동안 은둔해왔던 진솔과 팬심 가득한 유튜브를 시작하게 되는데...,네이버웹툰,236.0
237.0,,20,https://shared-comic.pstatic.net/thumb/webtoon/780137/thumbnail/thumbnail_IMAG06_0d05326f-b66d-444e-8f30-be766282e877.jpg,"오직, 밝은 미래",박원희,수,드라마,"'어제'로 돌아갈 수 있다면, 당신은 어떤 선택을 하시겠습니까?취업도, 연애도, 전부 실패한 취준생 현재는 볼 생각이 없던 어느 작은 회사의 면접을 보게 된다.그날 이후로, 현재의 시간은 거꾸로 흘러가기 시작한다.어제 그리고 또 어제. 매일매일 하루 전으로 돌아가는 현재의 시간.그 과정에서 알고 싶지 않은 진실을 마주한 현재는 이 상황에서 벗어나 '밝은 미래'를 맞이할 수 있을까.",네이버웹툰,237.0
238.0,,14,https://shared-comic.pstatic.net/thumb/webtoon/792120/thumbnail/thumbnail_IMAG06_74de7308-e6fe-4a31-8d13-ba0a42fd5c11.jpg,아이돌의 비밀 스터디,우아람,수,드라마,책임감과 성실함의 아이콘인 서우는 다니고 있는 대학의 축제 초청 가수인 아정에게 상해를 입힌다. 예기치 못한 사고. 수습을 막막해 하던 서우는 아정에게 은밀하고 아슬아슬한 제안을 받게 되는데...세상에서 가장 특별하고 특이한 학생을 지도하게 된 서우. 서우는 이 학생을 감당해낼 수 있을까?,네이버웹툰,238.0
239.0,,5,https://shared-comic.pstatic.net/thumb/webtoon/793113/thumbnail/thumbnail_IMAG06_89c04a09-a00c-4741-ae0e-7c8de534e705.jpg,우리 은하,녕,수,로맨스,하렘 만화 오타쿠 ‘나은하’는 어느 날 신의 도움으로 미소녀 미소년들이 가득한 학교로 전학을 가게 된다. 여기선 모두가 날 좋아해! 하렘 라이프 최고! 그런데 ‘이우주’가 전학을 오고 나서는 이상한 일들이 생기는데...‘난 하렘 주인공이 아니었어...?’ 우당탕탕 은하의 하렘 공략기!,네이버웹툰,239.0
240.0,,11,https://shared-comic.pstatic.net/thumb/webtoon/798173/thumbnail/thumbnail_IMAG06_bf76337a-aecc-4c07-88b9-c0f8d35115da.jpg,이상한 변호사 우영우,"유일 / 화음조,이예지",목,드라마,"한국대 로스쿨 수석 졸업에,변호사 시험 성적 1,500점 이상!국내 업계 2위 법무법인 한바다의 인턴 변호사가 된 우영우.영우는 자신의 능력을 증명해내고 '진짜 변호사'가 될 수 있을까?",네이버웹툰,240.0
241.0,,0,https://shared-comic.pstatic.net/thumb/webtoon/748105/thumbnail/thumbnail_IMAG06_fa3bf10d-1b8f-40cd-a8eb-01caf9bbc3e4.jpg,독립일기,자까,"목, 일",일상,처음으로 나만의 집이 생긴다면? 자까 작가의 나혼자 사는 이야기,네이버웹툰,241.0
242.0,,9,https://shared-comic.pstatic.net/thumb/webtoon/747271/thumbnail/thumbnail_IMAG06_e7ae5f03-07ae-478e-8add-484960566791.jpg,나노마신,현절무 / 금강불괴 / 한중월야,목,무협,"갖은 멸시와 목숨의 위협을 받던 마교의 사생아 천여운, 미래에서 나타난 후손이 천여운의 몸에 나노 머신을 주입한 후 그의 인생이 송두리째 바뀐다.마교를 넘어 무림 최고의 자리에 오르기 위한 천여운의 거침없는 이야기가 시작된다!",네이버웹툰,242.0
