,Unnamed: 0,id,title,author,day,first_genre,second_genre,story,platform
14,14,14,남편을 내 편으로 만드는 방법,"시루,냥이와 향신료",목,로판,,"판타지 소설 속 남편의 손에 죽는
악역 조연, ‘루드베키아’가 되었다.

이 세계의 망할 아버지는 내 정략결혼 상대를 또 물어왔다.
문제는 그 상대가 바로 날 죽이게 될 남편이라는 것!

일단은 살길을 찾아야 한다.

북부 사람들에게 최대한 무해하게 보이면서
원작에서 내가 죽일 남편의 여동생도 지키고,
남편에겐 사랑에 빠진 척하면 목숨은 살려주지 않을까?

“전 당신한테 반해버렸어요!”

그러니까 제발 살려줘!",카카오웹툰
15,15,15,딸 바보가 되었습니다,"SAYAN,기우",목,드라마,,"25살 백수 무능력자 이주원.
어느 날, 아빠가 되었다.

""아빠아..?""

그런데... 딸이 너무 귀엽다.

[채널 연두튜브 운영] [키즈튜브] [힐링] [육아] [성장]",카카오웹툰
16,16,16,신마경천기,"곰국,일황",목,무협,,"‘평생 협의를 외치셨던 분이 이리 가셨습니까…!'

금지된 마공을 익혔다는 누명을 쓰고 죽임 당한
창존문의 계승자와 제자 혁운성.

정파의 위선자들에 의한 비참하고 억울한 죽음…  

운성이 죽음을 맞이하는 순간, 
창존문의 신물이 빛을 발하며 새로운 인생이 주어진다. 

바로, 마교 수련생 구백 호로서의 인생이! 

정파와 마교, 두 개의 정체성.
그러나 목표는 하나, 복수뿐! 

운명을 받아들이고 원한을 되씹으며 운성은 무공을 쌓고
그렇게 복수의 시간도 차츰 다가오는데….


마교를 장악하고 정파의 위선자들을 처단하라!
생사를 건 난관 속에 성장하는 구백 호 운성의 복수 활극! 

일황 작가의 인기 무협 소설 <신마경천기>의 웹툰화.

************************************************

[표지 및 로고 디자인] 이승욱

************************************************

웹툰 [신마경천기]는 매주 목요일, 주1회 연재됩니다.",카카오웹툰
17,17,17,악녀가 사랑할 때,"붉구,HJ,콩쭈,고샤,대치동건물주,서귀조",목,로판,,"시한부 인생을 사는 악녀에게 빙의했다. 

괜찮다. 병은 고칠 수 있으니까!
목표는 하고 싶은 걸 마음껏 하는 인생!

나는 먼저 좋아하던 소설 속 등장인물들 덕질을 하기로 했다.
그런데 나를 악녀라고 하던 주변 사람들 반응이 이상하다.

“당신은 곧 죽는데도… 어떻게 그렇게 웃으실 수 있는 겁니까.”

그야 네가 잘생겨서..?",카카오웹툰
18,18,18,그냥 악역으로 살겠습니다,"대전환,베베,김다함",목,로판,,"책 속 악역, 공작 영애에 빙의했다!
감히 여주인공을 죽이려한 살인미수범이 이 몸의 주인이라고?

기왕 이렇게 된 거 조용한 곳에서 놀고먹으며 막 살자! 고 생각한 것도 잠시.
벌로 쫓겨난 북방의 이곳은 너무너무너무 추웠다.
얼어 죽기 전에 불꽃의 대악마를 불러내 벽난로에 불을 지폈는데…

…쟤 왜 안 돌아가? 할 일 다 했으면 가야 하는 거 아냐?!
불 피우려다 악마와 종신계약 한 것도 당황스러운데 욕구 해소(?)까지 책임지라니!

대형 멍멍이 악마님과 부스러기 악역 영애님의
티격태격 로맨스 <그냥 악역으로 살겠습니다> ",카카오웹툰
19,19,19,마탄의 사수,"샤이멜,드포,글피,이수백",목,소년,,"""하 중사, 이 미친놈아. 또 만발인 거 알아?""

이제 말뚝 박을 일만 남은 명사수 부사관 하이하.
그러나 불의의 사고로 하반신을 못 쓰게 되어 사회로 내쳐졌다.
절망에 빠져있던 그에게 혁명적인 VR 게임 [미들 어스]가 새로운 삶을 선사한다.
가상현실 게임인 [미들 어스]에서 획득한 돈은 현실의 돈이 된다!

하지만 캐릭터 생성 때 가장 성능이 낮은 캐릭터를 고르게 되는 바람에 망하게 생겼다!

""난 다르다. 이것이 내 마지막이야!""

흑색화약, 쇠구슬, 꼬질대. 진짜 '머스킷티어'가 무엇인지 보여주마!",카카오웹툰
20,20,20,남주를 꼬시려던 건 아니었습니다,"솔티,단청,레이지피스",목,로판,,"어린 나이에 남편을 잃은 남작 부인
'엘레노어 마리체'에 빙의해버렸다.

하지만 원작에서의 내 분량은 단 네 줄!

온갖 고난 속 뼈를 깎는 노력 끝에
지금은 어엿한 사교계의 명사가 되었다.

그런 엘레노어에게 어느날 주어진 달콤한 제안.

남주에게 여자에 대해 알려주고, 소설 원작대로
황녀와 맺어지게 돕는다면 일확천금이 내 품에?!

그렇게 부푼 마음을 안고 남주 '리안의' 집으로 향하지만...


""당신의 문제는.......""
""내가 그날 밤 당신에게 반했다는 겁니다.”

저는 그냥 한탕만 하고 가려고 했다구요!

원치않게 제국의 스캔들 메이커가 되어버린 엘레노어의
두근거리면서도 쌉싸름한 이야기!

*매주 목요일 연재됩니다.",카카오웹툰
21,21,21,악녀의 문구점에 오지 마세요!,"제철무,민절미,여로은",목,로판,,"남주의 약혼녀이지만, 그의 사랑을 받기 위해 악행을 저지르는 무능한 악녀에 빙의했다. 
이미 평판은 밑바닥이고, 서로 죽고 못 사는 주인공들은 저들끼리 불륜까지 막 저지르는 막장 상황. 

""너 같이 쓸모 없는 것은 우리 가문에 있을 가치가 없다. 이 돈을 받고 썩 꺼지거라!""
""네! 안녕히 계세요!"" 

그래서 냉큼 돈 받고 쫓겨나 학교 앞에 추억의 문구점을 차렸다. 
추억의 쫀드기, 맥주사탕, 비눗방울 놀이까지! 어린이들 기다려! 

그런데.... 어쩐지 내 어린 고객님들이 좀 이상하다? 

""내가, 우리 오빠 같은 불륜남 말고 잘생기고 조신한 남자 찾아 줄게요!""
""헉, 그럼 황태자이신 우리 형님은 어때?"" 
""....마탑주님이 최고야."" 

그렇게 위대한 마검, 차기 황태자, 악역인 마탑주, 그리고 최종 흑막까지 엮이게 되면서 
평화로울 줄만 알았던 문구점에는 하루도 바람 잘 날이 없는데. 

살려줘! 난 그냥 평범하게 살고 싶었을 뿐이라고!",카카오웹툰
22,22,22,궁귀검신,"박광진,조돈형","화, 목",무협,,"조돈형 작가의 궁귀검신, 만화로 다시 태어나다!

""활이라는 것은 눈에 보이는 거리를 뛰어넘어 그 뒤에 도사리고 있는 생명까지 지배하는 병기다. 눈에 보이지도 않는 무기가 생명을 노린다고 가정을 해 보거라. 이보다 두려운 것이 또 무엇이 있겠느냐?""

악덕 조부와의 고난에 찬 수련행.
정혼녀를 찾아 떠난 즐거운 중원행.
어지러운 무림을 바로잡는 영웅행.
이기어검과 이기어도를 능가하는 이기어시의 신선한 등장! 
내일을 향해 쏘아 볼까나?!",카카오웹툰
23,23,23,황제의 외동딸,"리노,윤슬",목,로판,,"아리아드나 레르그 일레스트리 프레 아그리젠트.

겁나 긴 이름으로 시작한 새로운 내 인생
그러나 대체 이건 무엇이란 말인가.

나름 귀한 신분으로 태어났음에도 
태어날 때부터 온갖 동정 어린 시선은 다 받고 태어났으니
그 이유는 단 하나
바로 내 아버지라는 작자 때문이었다.

아버지가 미친놈이시라면서요?

반역으로 피로 얼룩진 옥좌에 올라선 반왕,
대륙을 공포로 몰아넣은 희대의 폭군.
……나 과연 살아남을 수는 있을까?

이 황제는 아주 위험한 생물입니다.
하지만 지금은 내 아빠죠. 아, 나!

**********************************************

소설에서 풀지 못했던 못 다한 이야기가
지금 여기에서 펼쳐집니다!


[로고 및 표지 디자인] 디자인그룹 헌드레드

************************************************

웹툰 [황제의 외동딸]은 매주 목요일, 주 1회 연재됩니다.",카카오웹툰
24,24,24,육식주의 헌터,"프로디파이,연우솔","목, 일",소년,,"[매주 목, 일요일 업데이트]

전 세계적인 마물들의 등장으로 수십억 인구가 죽은 대재앙.
가까스로 살아남은 생존자 중 일부는 마물들에게 대적할 수 있는 ‘각성자’가 되었고, 그렇지 못한 일반인과는 넘을 수 없는 벽이 존재했다.

각성자들의 마물 토벌을 안내하는 일반인 길잡이 김선우.
각성자의 죽음 앞에 선 그의 머릿속에 목소리가 들려온다.

""죽여.""
""죽이고 힘을 빼앗아!""",카카오웹툰
25,25,25,24분의 1 로맨스,김명미,목,로맨스,,"[24분의 1 로맨스] 매주 수요일 밤 10시, 주 1회 연재합니다.

**************************************

JK전자 초고속 승진의 신화, 이 시대 최고의 커리어우먼, 그러나 ‘모쏠녀’ 차주안! 
착하고 바른 마음씨, 맑은 기(?!), 모델 뺨치는 피지컬과 외모, 그러나 ‘실수투성이’의 유도진! 
너무도 다른 스타일의 두 남녀가
어느 날 #그것도 갑작스레 #뜬금없이 #회의시간에
영혼이 바뀌어버렸다?!!!
뒤바뀐 영혼으로 엉망진창이 돼버리는 두 사람의 삶!!
그러나 이 모든 것에는 다 이유가 있다는데?
게다가 그 이유가 바로 억지 ‘연분’ 맺기…?!!

하루에 딱 1시간 바디 체인지 시크릿 프로젝트, [24분의 1 로맨스]!! 
그 어느 때보다도 유쾌상큼발랄섹시한 로맨틱 코미디를 즐겨주세요~ 

#김명미작가신작 #강제역지사지 #바디체인지 #바디로맨스",카카오웹툰
26,26,26,태상교주 숙수되다,야설록,"화, 목",무협,,"미슐랭 천재 셰프, 무림에서 환생하다!

절대 미각과 후각을 타고난 천재 셰프 장인수.
교통사고로 죽었다 깨어나자 눈 앞의 풍경은 천 년 전 무림.
게다가 마교 태상교주의 몸으로 빙의되었다고?!

무림에서 만난 전설적인 명인들과 사활을 건 한 판 승부!

겉모습은 마교 태상 교주,
속은 천재 셰프인 그의 삶은 어떻게 될 것인가!",카카오웹툰
27,27,27,은밀한 나의 동거인,"푸른새싹,김진희,꽃제이",목,로맨스,,"나른한 포식자처럼 느긋하게 핥은 수하가 고개를 기울이며 입술을 포개려 했다. 혜민은 최대한 상체를 뒤로 뺐다. 등줄기로 진땀이 흘러내린다. 
계속해서 들려오는 외부의 소음이 그녀를 불안하게 했다. 
절대로 들켜서는 안 된다. 제 인생의 안녕과 평온을 위해서라도 절대! 

“지, 집에서.” 

입술을 잘근 깨문 그녀가 협상안을 내놓듯 심상찮게 속삭였다.
그러자 시종일관 나른했던 그의 눈동자가 일견 빛난다. 

“집?” 
“응. 퇴원시켜 줄게. 그러니까…. 집에서.” 
“이어 나가자?” 

약오른 마음에 그의 어깨를 밀었다. 
하지만 결국 빠져나가지는 못했다. 

“싫어.” 

투명하게 젖은 입술에 몇 번이고 입맞춘 그가 
입꼬리를 휘어 올리며 다시금 몸을 겹쳐 왔다. 

“싫다고, 못 기다려. 여보.” 

송림대학병원 레지던트 4년차 송혜민, 
불쑥 찾아온 톱스타 이수하로 인해 인생막장의 위기에 처했다. 
은밀하고 아찔하며, 아득하리만치 사랑스러운 나의 동거인 이야기",카카오웹툰
28,28,28,리턴 서바이벌,"김무현,연우솔",목,소년,,"-세상이 멸망하기 6개월 전으로 회귀했다? 이것은 기회? 아니면 절망의 반복? 
지구를 덮친 대재앙, 좀비 바이러스.

폐허가 된 지구에서 죽음의 위기를 수십 번 겪으며 지독하고 악착같이 살아남기를 3년.

나는 결국, 더는 버티지 못하고 좀비 떼에 덮쳐져 최후를 맞았다.

그리고… 내가 다시 눈을 떴을 때… 나는 세상에 좀비 바이러스가 창궐하기 딱 6개월 전의 과거로 돌아와 있었다!


앞으로 6개월 후, 이 평화로운 세상은 멸망한다.

그리고 오직 나만이 종말이 오는 것을 알고 있다!! 멸망한 세상에서 살아남기 급급하던 나에게 다시 주어진 기회?!

6개월의 시간은 희망인가 절망인가!
 

다시 한번 멸망을 맞이한다면 미래를 바꿀 수 있을까?!

창궐하는 좀비 떼에 맞서는 서바이벌 액션 아포칼립스!",카카오웹툰
29,29,29,집착광공의 친누나입니다,"안탐미,애플,(주)툰플러스",목,로판,,"이번 생엔 금수저로 태어나 앞날이 환하게 펼쳐질 줄 알았다.
사실은 내가 환생한 곳이 친구가 쓴 미래 따위 없는 
19금 피폐 BL소설 속이란 것을 몰랐다면 말이다.

거기다 하필이면 병약수인 그를 구하다 끔살 엔딩을 맞이하는 
집착광공 동생의 쌍둥이 누나가 아니었다면, 아무것도 모른 채 행복에 젖어 있었을 텐데……

“누나, 어디 가나 봐요?”
“아, 도망가는 데 내가 방해하는 건가?”
“나랑 그 개자식을 피해서 도망가는 걸 말이야.”

산뜻한 얼굴과는 전혀 어울리지 않는 험악한 말이 튀어나왔다.

“곤란해, 유니. 내 앞에서 사라지면.“

얌전하고 약한 병약수가 갑자기 집착광공이 되어버렸다.",카카오웹툰
30,30,30,레벨업에 미친 의사,"Village of Ambitious Birds/China Literature,JSCR,ZhiNiaoCun","화, 목, 일",소년,,"'퀘스트 : 
 A급 봉합술 패키지,수락하시겠습니까?’

전공의 병원 실습을 앞둔 
내 눈 앞에 나타난 시스템창.
이게 현실에서 일어날 수 있는 일인가? 이게 가능해?
시험 삼아 눌러본 수락 버튼에 손 끝의 감각이 살아난다.

가만, 이거 퀘스트만 잘 따라하면 전공의 합격은 
문제 없겠는데?",카카오웹툰
31,31,31,폭군의 유일한 조향사가 되었습니다,"팀 죽조개(COPIN),요정용",목,로판,,"후각을 비롯한 모든 감각을 상실하는 불치병에 걸린 주인공. 그녀는 죽은 뒤 천재 조향사 '아리엘 윈스턴'에 빙의된다.
그러나 '아리엘'은 소설 속에서 남주 '세드릭'에게 집착하다 목숨을 잃는 엑스트라 악녀. 주인공은 목숨을 잃지 않기 위해 남주와의 관계를 끊기로 결심한다.
천재 조향사 '아리엘'로서 살아가게 된 주인공은 이전 생에서 자신의 꿈이 조향사였다는 것을 떠올리고 본격적으로 향수 사업을 시작한다.
그런데, 갑자기 '세드릭'이 '아리엘'에게 관심을 보이는데….

""공작님. 저희 이런 사이 아니었잖아요?""",카카오웹툰
32,32,32,만렙 공녀는 오늘도 무료하다,"가을,로열B",목,로판,,"전생에 무려 황제까지 찍었던 단테 레나투스.
500년 후, 공작가의 막내딸로 환생하다?!

원하지 않던 2회차 인생, 전생에서 누릴 거 다 누렸고,
해 볼 거 다 해봤으니 현생에서 뭘 해도 귀찮고 무료할 뿐이다.

기왕 태어난 거 후학 양성이나 해 볼까 하는데,
……제자들이 날 너무 사랑한다.
내 교육자적 재능이 이렇게 훌륭했던가?

“스승님을 위해서라면, 이 세계도 멸망시킬 수 있어!”

황자 카이사르의 재능을 알아 봤을 뿐인데
왜 그런 방향으로 튀는 거야?!

생의 후회도 미련도 없는 만렙 공녀님의
인생 2회차 후학 양성기―!

**************************

[표지 및 타이틀 로고 디자인] 조정원

**************************

웹툰 [만렙 공녀는 오늘도 무료하다]는 매주 목요일, 주1회 연재됩니다.",카카오웹툰
33,33,33,지옥에서 돌아온 성좌님,"시치,글쓰는기계",목,소년,,"성좌들이 노리는 땅, 지구.
헌터 최연승은 지구를 독식하려는 성좌들을 막아내고자 특별 수련에 돌입하기로 한다. 

수련 장소는 시간이 무한히 느리게 흐르는 공간 어비스. 
허나 최연승은 갑자기 마력폭풍에 휘말리고,  
급기야 거친 어비스를 정면으로 마주하게 되는데. 

어비스 곳곳에서 전례없이 무한한 실전 수련을 거친 최연승은 
인간 최초로 성좌가 되는 실마리를 발견한다. 

노력형 헌터 최연승은 과연 무사히 성좌로 거듭나, 
성좌들의 먹이가 될 운명인 지구를 구할 수 있을 것인가?

노력형 먼치킨 무공 수련자 최연승.
그가 걷는 인간 최초의 성좌가 되는 길!",카카오웹툰
34,34,34,8서클 마법사의 환생,"스튜디오 이너스,자리",목,소년,,"대륙을 통일한 구국의 영웅이자 
8서클의 대마법사 헨리 모리스! 

친우였던 선대 황제가 죽은 뒤 
아들인 현 황제가 귀족의 꼭두각시가 되면서 
반역죄로 몰려 어이없이 처형을 당하게 된다. 

그리고 모든 것의 끝이라는 죽음을 맞이한 그 순간! 
'헨리'라는 같은 이름을 가진 약해 빠진  
어느 검사의 몸으로 되살아난다. 

""이번 생에 내가 할일은 정해진 것 같군. 
8서클 대마법사이자 소드마스터가 되는 거야!"" 

지옥에서 돌아온 헨리의 화려하고 잔혹한 복수극이 지금 시작된다!!!",카카오웹툰
35,35,35,회귀의 전설,"송진우,김광수",목,드라마,,"제2의 IMF 같은 상황으로 인해 다니던 증권 회사가 망해버리고 장태산은 노량진을 떠도는 백수 신세로 전락하고 만다.
차에 치일 뻔한 초등학생을 구하다가 목숨을 잃지만 목숨과 맞바꾼 선업 덕분에 무려 14년 전인 과거에서 회귀하며 새로운 삶을 맞이한다. 

살아났다는 기쁨도 잠시, 또다시 수능을 치러야 한다는 생각에 머리가 지끈거리는데…
수능 문제도 모자라 사시 공부 때 접했던 사법 시험, 증권맨으로 재직했을 당시 봐왔던 주식 시장 그래프까지 머릿속에 생생하게 그려진다…?!

지난번 생은 망했지만 회귀한 생은 오직 성공뿐이다!",카카오웹툰
36,36,36,애착 인형,"호돌,비나비",목,로맨스,,"""저 방은 절대로 들어가지 마세요.""

친구의 부탁으로 딱 하루만 일하게 된 공연장.
공연 매니저에게 주의 사항을 들었다. 들었는데-

""너, 뭔데 들어와.""

난처해하는 직원을 대신해 방문을 열었다가
어둠 속에서 건드려선 안될 남자와 마주치게 된다.

세계가 인정한 천재 첼리스트 지세훈.
하연은 제 손목을 꽉 움켜잡는 손이 두려워 도망치지만 
자신을 찾아 소집령을 내린 그에게 들키고 마는데- 

""법대로 보상해 준다니까요"" 
""내가 말한 보상은 너였어."" 

천재란 후광에 가려진 이면. 
그녀의 감촉이 또 다시 둘을 이어놓는다.

웹툰으로 돌아온 <애착인형>",카카오웹툰
37,37,37,삼류호텔 막내셰프,"차지운,스튜디오 이너스,제이로빈",목,드라마,,"국내 4성급 호텔 주방 막내인 강성훈, 그에게는 식재료의 기억을 읽을 수 있는 능력이 있다.

하지만 그는 막내로서 설거지 담당을 벗어나지 못하고 있었는데...",카카오웹툰
38,38,38,Oh! 마이 서방님,"어깽,도르맹",목,로맨스,,"*이 작품은 가상의 조선을 배경으로 하는
퓨전사극이며, 작품에 등장하는 인물 및 설정은 허구입니다. 

======================================

한양 최고의 기생인 도화.
하지만 그녀는 기생의 삶을 버리고 
사랑하는 남자와 야반도주하려 한다.

하지만 돌아온 것은 배신!

'당신이 어째서…?' 

이유를 알지 못한 채, 그의 손에 살해당한 도화는
차가운 물속에 빠지고…

눈을 뜨니, 

다른 사람이 되어 있다?!

'마님? 내가 마님이라고?' 

도성을 떠들썩하게 했던 연애담의 주인공, 
‘홍서혜’가 되어 있었던 것! 

'세상에, 세상에. 내가 양반집 마님이라니!!!'

땡 잡았다, 천한 기생년 팔자 벗어버리고 
잘난 남편 사랑받으며 호의호식하자…! 라고 생각한 것도 잠시.

어라? 이 부부, 소문이랑은 다르다?

도성을 흔들어놓으셨던 뜨거운 열애담은 다 어디 가고,
이렇게 찬바람만 부는 거야?! 

좋아, 뭐가 어떻게 된 건지는 모르겠지만…
천하제일의 기생이었던 나, 도화.
남편부터 꼬셔보겠습니다!


<Oh, 마이 서방님>",카카오웹툰
39,39,39,남이 된 남동생이 남편이 되려 한다,"화영,용끄,빠직,센리",목,로판,,"""남이 된 것도 서러운데, 이젠 남편이 되겠다고?"" 


어머니의 재혼으로 생긴 남동생, 밀리안 에드모어. 
남들은 핏빛 같다고 하지만 나는 밀리안의 눈이 루비 같아서 예쁜걸?
까칠하게 굴어도 밀리안은 내 남동생이니까!


제법 친해졌다고 생각했는데 전쟁터로 떠나버리다니! 
그러곤 5년 만에 돌아와서 한다는 말이 가문을 나간다고?! 

""내가 아닌 다른 남자한테 웃기나 하고... 누구 마음대로 선을 본 거지?"" 

애가 왜이러는 거지...? 

그래도 난 밀리안의 누나인데....

.
.
왜 설레는 것 같지? 
이러면 안 되는 거잖아..!!",카카오웹툰
41,41,41,창천무신,"엄진섭,공종철,담호",목,무협,,"""이 기생오라비처럼 생긴 놈은 뭐지?""

천하제일로 군림하던 최강의 무인! 나, 독패 하후영.
나를 상대할 자는 무림 어디에도 존재하지 않는다!
더는 지상에서 이룰 성취가 없자 허무와 공허가 나를 잠식했다.
무의 끝, 극의를 이루기 위해서는 신선이 될 수밖에!

""마침내 성공했다아아아!!!""
""멈춰라! 등선을 불허한다!""

살생의 업보로 신선들은 등선을 거부하고,
나는 그대로 추락하고 만다.

눈을 뜨자 60년 후의 미래.
내가 남궁세가 둘째 공자 남궁혁으로 환생했다고?
평생 쌓은 내공은 다 어디로 간 거야!
게다가 구음절맥이라니?
이 도자기 같은 몸으로 어떻게 살아!
날 이 꼴로 만든 신선 놈들, 반드시 복수한다!!!
이깟 걸로 좌절할 순 없지! 까짓 거 등선, 한 번 더 해보자고!

병약한 공자님의 구음절맥 극복기!
그의 복수는 이루어질 것인가?!",카카오웹툰
42,42,42,도사강호,"junai(스토리웹툰),기공흑마",목,무협,,"데이트 중 갑작스런 사고에 눈 떠보니 사극 촬영장?!
아니, 아기 도사로 다시 태어났잖아!

한때는 구파일방이었지만, 지금은 세가 약해진 종남파에서
'건청'이라는 이름을 받고, 전생의 지식을 이용해 무공의 이치를 깨닫는다.

시각이 다르면 무공도 다르다. 
무재는 아니지만, 지식을 가진 기재!
생사도협 건청의 신개념 강호정벌기!
지금 시작합니다!",카카오웹툰
43,43,43,나를 잡아먹지 말아줘,"백지연,철갑상어,사하",목,로판,,"“가격은 50억 마르카, 싸게 드리는 거예요.”
“과연, 헐값이군.”

남자 주인공에게 산 채로 잡아먹힐 운명을 타고난 ‘에르타’.
운명을 바꾸기 위해 그와의 결혼을 거래하다!

소설 속에서 환생했다. 그것도 19금 남성향 판타지 소설 속으로.
내가 환생한 ‘에르타’는,
원래 이야기대로라면 주인공 ‘자히드’에게 산 채로 잡아먹힌다.
하지만, 어린 동생들을 두고 그렇게 죽을 수는 없지.
날 잡아먹을 주인공에게 거래를 제안했다.
거래 대상은 나, 금액은 50억 마르카!
이제 내가 할 일은 주인공이 날 잡아먹기 전에 도망치는 것뿐이다.

나, 에르타는 과연
왕국 최고의 마법사 자히드의 손에서 벗어날 수 있을까?",카카오웹툰
44,44,44,원존: 용의 비상,"천잠토두,Dr.대길","화, 목",소년,,"용의 기운을 빼앗긴 대주국의 세자 주원, 8맥이 막히면서 원사(源師) 수련은 불가능해진다. 일반인보다 약한 체질로 낙인 찍힌 주원, 하지만 붓으로 주문을 새기는 기술인 원문(源紋)을 수련하면서 또 다른 힘을 보여준다. 남다른 의지력과 불굴의 의지로 주원은 번번이 사람들의 예상을 깨고 불가능을 이루어 낸다. 그러던 어느 날, 드디어 숙명의 라이벌, 용의 기운을 앗아간 무왕국의 세자와 맞붙게 되는데… 과연 주원은 용의 기운을 되찾고 무왕국에 의해 쇠락한 나라를 다시 일어세울 수 있을까?",카카오웹툰
45,45,45,월검신마,SHENMAN,"화, 목, 금",무협,,"어린 시절
눈 앞에서 어머니의 죽음을 목격한 명하백.
그는 어머니의 복수를 위해
하루가 멀다하고 수련에 매진한다.

오로지 수련만이 전부였던 하백의 삶은
가문 간의 이해관계가 얽힌 혼약이 깨지면서
평화롭던 나날에 금이 가기 시작하는데…


[소년이여, 손에 쥔 검 한 자루로
세상을 구할 강자가 되어라!]",카카오웹툰
46,46,46,눈이 나려 꽃,임해연,목,로맨스,,"설석은 지방 하급관리의 딸로, 영민하고 눈치가 좋아 그 지방 상대부의 정실인 위 부인의 눈에 들어 그녀의 심부름을 해왔다. 위 부인은 설석에게 자신의 양자 진효의 첩이 되라 제안하고, 설석은 짝사랑해왔던 진효의 아내가 될 수 있단 생각에 설렌다. 하지만 진효는 다른 소꿉친구 필남과 이미 연인 사이였다. 설상가상으로, 설석은 재녀 후보에 선발되어 수라도-후궁에 발을 들여놓게 되는데…. 암투 속에서 피어오르는 권력과 사랑의 이중주!

임해연 작가님의 <눈이 나려 꽃>이 많은 독자분들의 성원에 힘입어 올컬러본 런칭!",카카오웹툰
47,47,47,"공주, 선비를 탐하다","호산,서은수",목,로맨스,,"공주 은명, 우연한 계기로 아무 목적 없이 
자신을 위해준 서율을 만나고 사랑에 빠진다.

그의 관심을 사기 위해, 그를 만나기 위해
피접을 핑계로 보령으로 향한다.

하지만 어째서인지 서율은 은명을 밀어내기만 하고
은명은 그런 서율이 답답하기만 하다.

하지만 포기하지 않고 그를 향해 마음을 표현하는데…

‘아무도 나를 믿어주지 않을 때,
그대만이 나를 위해 주었다.’

‘나의 의빈이 되어다오.’

‘그대에게 부귀영화를 보장하여 줄 것이다.’

조선 최고의 직진녀 은명 공주!
조선 최고의 철벽남 선비 서율의 마음을 얻을 수 있을까?",카카오웹툰
48,48,48,잠만 자도 랭커,"천진희,워럭",목,소년,,"“언니, 30초쯤 쉰 거 맞지? 내 착각 아니지?""
“……응.”

15시간 사냥한 뒤 잠깐 쉬자고 하더니 30초 만에 다시 일어나 사냥을 시작한 현성.
사실 현성에게는 특별한 스킬이 있다.

[타나노스의 기면증 스킬이 발동됩니다.]
[강제로 수면 상태에 빠지게 됩니다.]

한숨 자고 일어났더니 아이템을 얻는다?
신(GOD) 등급 직업, 타나노스의 후예 멈추지 않는 현성의 호쾌한 행보를 주목하라.",카카오웹툰
49,49,49,어차피 조연인데 나랑 사랑이나 해,"모락불,소다파이,단디",목,로판,,"“나랑 화끈하게 사랑이나 합시다!!”
처참하게 버려지는 조연… 노릇만 하지 말고!

하필이면 비참한 결말을 맞이하는 책 속 조연에게 깊이 빠진 김금자.
교통사고를 당한 어느 날, 눈을 떠보니 자신이 소설 속으로 들어와 있었다! 
대 충격이긴 한데 그렇게 사랑하던 조연 카일을 진짜로 만나다니… 어깨춤이 절로 난다. 

성실함과 건강한 육체가 자랑인 그녀는 카일을 행복하게 해주기로 마음먹는데…. 
그런데 이게 웬걸, 카일을 향한 흑심이 전부 카일한테 들린다!!
이런 쓸모없는 텔레파시 같으니….

오늘도 카일 생각으로 들뜬 마음을 안고 사는 김금자.
카일의 곁에 있을 수 있다면 온갖 힘든 일도, 심지어 남장도 할 수 있다!

‘최애캐를 향한 앙큼한 흑심을 안고 오늘도 김금자는 고군분투합니다!’",카카오웹툰
50,50,50,다락방 황녀님,"정인,정체불명,자은향",목,로판,,"좁고 어두컴컴한 다락방 한 칸,
태어나서부터 줄곧 이 작은 지옥에서 살았다.
불행을 몰고 다니는 집시의 딸이란 이유로.

트럼프 제국은 죄 없는 내 어미를 죽였다.
황제와 신전과 온 제국이
나를 가두고, 학대하고, 원망하고, 버렸다.

그들의 버림은 곧 기회,
이곳 자르딘 왕국에서, 난 복수를 시작할 것이다.

트럼프 제국이여, 조금 더 메마르기를.
그 메마름이 곧 나에겐 소중한 물줄기가 되어줄 테니.

******

“자, 황녀님. 사과는 이렇게 생긴 나무에서 열리는 열매입니다. 이건 빨간색 사과죠.”
“황녀님, 손톱을 물어뜯는 건 위험해요. 자, 따라해 보세요. 안- 돼-”

******

......복수를 시작할 것이다.",카카오웹툰
51,51,51,오늘 뭐 먹지?,"쿠와요시 아사,코하라 오미,아사노 린,타카나시 시즈에,이모바타 샐리,아오나 파세리,카와카미 코마,사카키 신,지시마 카로,야마노 링링,미즈키 리요,타카나시 미도리,마루야마 이쿠라,후쿠마루 야스코,하나마루,츠게 아야,이노우에 신카이,니시다 카나",목,드라마,,"1인가구가 어느덧 30%에 육박한 현대사회
옛날엔 궁상맞다고 생각되던 혼자 하는 식사도
어느덧 당연하기 그지없는 세상 속에서
좀 더 특별하고 따듯한 이야기가 함께하는
즐거운 식사를 만끽해보세요~!",카카오웹툰
